05-09 17:17:50.989 127.0.0.1:54321       36666  #r thread INFO: ----- H2O started  -----
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  mean absolute error: 1.4283985
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  root mean squared log error: NaN
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  null DOF: 48123.0
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  residual DOF: 48107.0
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  null deviance: 2.1956724E7
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  residual deviance: 185035.53
05-09 17:18:42.664 127.0.0.1:54321       36666  FJ-1-9    INFO:  AIC: 201417.81
05-09 17:18:42.895 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Models/GLM_model_R_1494375469993_9, parms: {}
05-09 17:18:43.014 127.0.0.1:54321       36666  #8977-169 INFO: POST /3/ModelMetrics/models/GLM_model_R_1494375469993_9/frames/valid.hex, parms: {model=GLM_model_R_1494375469993_9, frame=valid.hex}
05-09 17:18:43.071 127.0.0.1:54321       36666  #8977-169 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_b6f6_45 (rbind train.hex valid.hex)), session_id=_sid_b6f6}
05-09 17:18:43.097 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/Frames/RTMP_sid_b6f6_45, parms: {row_count=10}
05-09 17:18:43.125 127.0.0.1:54321       36666  #8977-169 INFO: GET /3/ModelBuilders/glm, parms: {}
05-09 17:18:43.169 127.0.0.1:54321       36666  #8977-169 INFO: POST /3/ModelBuilders/glm, parms: {seed=912559, training_frame=RTMP_sid_b6f6_45, response_column=gain, ignored_columns=[""], nfolds=4}
05-09 17:18:43.173 127.0.0.1:54321       36666  FJ-1-9    INFO: Building H2O GLM model with these parameters:
05-09 17:18:43.173 127.0.0.1:54321       36666  FJ-1-9    INFO: {"_train":{"name":"RTMP_sid_b6f6_45","type":"Key"},"_valid":null,"_nfolds":4,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":912559,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":null,"_offset_column":null,"_fold_column":null,"_is_cv_model":false,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"family_default","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":null,"_lambda":null,"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":-1.0,"_use_all_factor_levels":false,"_max_iterations":-1,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":-1.0,"_gradient_epsilon":-1.0,"_obj_reg":-1.0,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":-1,"_stdOverride":false}
05-09 17:18:43.173 127.0.0.1:54321       36666  FJ-1-9    INFO: Dropping ignored columns: []
05-09 17:18:43.173 127.0.0.1:54321       36666  FJ-1-9    INFO: train dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.177 127.0.0.1:54321       36666  FJ-1-9    INFO: Creating 4 cross-validation splits with random number seed: 912559
05-09 17:18:43.273 127.0.0.1:54321       36666  FJ-1-9    INFO: Building cross-validation model 1 / 4.
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-1-9    INFO: Building cross-validation model 2 / 4.
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-1-9    INFO: Building cross-validation model 3 / 4.
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-13   INFO: Building H2O GLM model with these parameters:
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-1-9    INFO: Building cross-validation model 4 / 4.
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-11   INFO: Building H2O GLM model with these parameters:
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-1    INFO: Building H2O GLM model with these parameters:
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-7    INFO: Building H2O GLM model with these parameters:
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-1    INFO: {"_train":{"name":"GLM_model_R_1494375469993_10_cv_4_train","type":"Key"},"_valid":{"name":"GLM_model_R_1494375469993_10_cv_4_valid","type":"Key"},"_nfolds":0,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":912559,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":"__internal_cv_weights__","_offset_column":null,"_fold_column":null,"_is_cv_model":true,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"identity","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":[0.5],"_lambda":[0.018509417331988496],"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":1.0E-4,"_use_all_factor_levels":true,"_max_iterations":50,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":1.0E-4,"_gradient_epsilon":1.0E-4,"_obj_reg":1.6205354249043885E-5,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":100000000,"_stdOverride":false}
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-11   INFO: {"_train":{"name":"GLM_model_R_1494375469993_10_cv_3_train","type":"Key"},"_valid":{"name":"GLM_model_R_1494375469993_10_cv_3_valid","type":"Key"},"_nfolds":0,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":912559,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":"__internal_cv_weights__","_offset_column":null,"_fold_column":null,"_is_cv_model":true,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"identity","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":[0.5],"_lambda":[0.018509417331988496],"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":1.0E-4,"_use_all_factor_levels":true,"_max_iterations":50,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":1.0E-4,"_gradient_epsilon":1.0E-4,"_obj_reg":1.6205354249043885E-5,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":100000000,"_stdOverride":false}
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-7    INFO: {"_train":{"name":"GLM_model_R_1494375469993_10_cv_2_train","type":"Key"},"_valid":{"name":"GLM_model_R_1494375469993_10_cv_2_valid","type":"Key"},"_nfolds":0,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":912559,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":"__internal_cv_weights__","_offset_column":null,"_fold_column":null,"_is_cv_model":true,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"identity","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":[0.5],"_lambda":[0.018509417331988496],"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":1.0E-4,"_use_all_factor_levels":true,"_max_iterations":50,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":1.0E-4,"_gradient_epsilon":1.0E-4,"_obj_reg":1.6205354249043885E-5,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":100000000,"_stdOverride":false}
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-1    INFO: Dropping ignored columns: []
05-09 17:18:43.274 127.0.0.1:54321       36666  FJ-2-13   INFO: {"_train":{"name":"GLM_model_R_1494375469993_10_cv_1_train","type":"Key"},"_valid":{"name":"GLM_model_R_1494375469993_10_cv_1_valid","type":"Key"},"_nfolds":0,"_keep_cross_validation_predictions":false,"_keep_cross_validation_fold_assignment":false,"_parallelize_cross_validation":true,"_auto_rebalance":true,"_seed":912559,"_fold_assignment":"AUTO","_categorical_encoding":"AUTO","_distribution":"AUTO","_tweedie_power":1.5,"_quantile_alpha":0.5,"_huber_alpha":0.9,"_ignored_columns":[""],"_ignore_const_cols":true,"_weights_column":"__internal_cv_weights__","_offset_column":null,"_fold_column":null,"_is_cv_model":true,"_score_each_iteration":false,"_max_runtime_secs":0.0,"_stopping_rounds":3,"_stopping_metric":"deviance","_stopping_tolerance":1.0E-4,"_response_column":"gain","_balance_classes":false,"_max_after_balance_size":5.0,"_class_sampling_factors":null,"_max_confusion_matrix_size":20,"_checkpoint":null,"_pretrained_autoencoder":null,"_standardize":true,"_family":"gaussian","_link":"identity","_solver":"AUTO","_tweedie_variance_power":0.0,"_tweedie_link_power":1.0,"_alpha":[0.5],"_lambda":[0.018509417331988496],"_missing_values_handling":"MeanImputation","_prior":-1.0,"_lambda_search":false,"_nlambdas":-1,"_non_negative":false,"_exactLambdas":false,"_lambda_min_ratio":1.0E-4,"_use_all_factor_levels":true,"_max_iterations":50,"_intercept":true,"_beta_epsilon":1.0E-4,"_objective_epsilon":1.0E-4,"_gradient_epsilon":1.0E-4,"_obj_reg":1.6205354249043885E-5,"_compute_p_values":false,"_remove_collinear_columns":false,"_interactions":null,"_early_stopping":true,"_beta_constraints":null,"_max_active_predictors":100000000,"_stdOverride":false}
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-7    INFO: Dropping ignored columns: []
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-7    INFO: train dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-11   INFO: Dropping ignored columns: []
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-13   INFO: Dropping ignored columns: []
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-13   INFO: train dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-11   INFO: train dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-13   INFO: valid dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-11   INFO: valid dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-7    INFO: valid dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.275 127.0.0.1:54321       36666  FJ-2-1    INFO: train dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.276 127.0.0.1:54321       36666  FJ-2-1    INFO: valid dataset already contains 16 chunks. No need to rebalance.
05-09 17:18:43.338 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.0E0 obj=Infinity imp=.0E0 bdf=.0E0] using 46260 nobs out of 61708 total
05-09 17:18:43.341 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.0E0 obj=Infinity imp=.0E0 bdf=.0E0] using 46310 nobs out of 61708 total
05-09 17:18:43.344 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.0E0 obj=Infinity imp=.0E0 bdf=.0E0] using 46238 nobs out of 61708 total
05-09 17:18:43.344 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.0E0 obj=Infinity imp=.0E0 bdf=.0E0] using 46316 nobs out of 61708 total
05-09 17:18:43.352 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=346.33 imp=.1E1 bdf=.38E1] Got 55 active columns out of 140 total
05-09 17:18:43.353 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=346.33 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:43.354 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=343.45 imp=.1E1 bdf=.38E1] Got 53 active columns out of 140 total
05-09 17:18:43.354 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=343.45 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:43.364 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=341.81 imp=.1E1 bdf=.38E1] Got 53 active columns out of 140 total
05-09 17:18:43.365 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=341.81 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:43.365 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=342.8 imp=.1E1 bdf=.38E1] Got 52 active columns out of 140 total
05-09 17:18:43.365 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=342.8 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:43.706 127.0.0.1:54321       36666  FJ-2-1    WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:43.706 127.0.0.1:54321       36666  FJ-2-1    WARN: ADMM solver finished with gerr = 1.629906636718572 >  eps = 1.0E-4
05-09 17:18:43.709 127.0.0.1:54321       36666  FJ-2-7    WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:43.709 127.0.0.1:54321       36666  FJ-2-7    WARN: ADMM solver finished with gerr = 1.8441834555719359 >  eps = 1.0E-4
05-09 17:18:43.710 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=20.359 imp=.94E0 bdf=.45E2] solution has 17 nonzeros
05-09 17:18:43.711 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=20.249 imp=.94E0 bdf=.45E2] solution has 16 nonzeros
05-09 17:18:43.711 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=20.359 imp=.94E0 bdf=.45E2] Scoring after 437ms
05-09 17:18:43.711 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=20.249 imp=.94E0 bdf=.45E2] Scoring after 437ms
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=20.359 imp=.94E0 bdf=.45E2] Training metrics computed in 13ms
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_4, iter=0 lmb=.19E-1 obj=20.359 imp=.94E0 bdf=.45E2] Model Metrics Type: RegressionGLM
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  Description: N/A
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  model id: GLM_model_R_1494375469993_10_cv_4
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  frame id: GLM_model_R_1494375469993_10_cv_4_train
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  MSE: 6.5841517
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  RMSE: 2.5659602
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  mean residual deviance: 6.5841517
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  mean absolute error: 1.8689629
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  root mean squared log error: NaN
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  null DOF: 46315.0
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  residual DOF: 46299.0
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  null deviance: 2.1091968E7
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  residual deviance: 304951.56
05-09 17:18:43.724 127.0.0.1:54321       36666  FJ-2-1    INFO:  AIC: 218765.28
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=20.249 imp=.94E0 bdf=.45E2] Training metrics computed in 19ms
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_2, iter=0 lmb=.19E-1 obj=20.249 imp=.94E0 bdf=.45E2] Model Metrics Type: RegressionGLM
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  Description: N/A
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  model id: GLM_model_R_1494375469993_10_cv_2
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  frame id: GLM_model_R_1494375469993_10_cv_2_train
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  MSE: 6.49511
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  RMSE: 2.5485506
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  mean residual deviance: 6.49511
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  mean absolute error: 1.8515689
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  root mean squared log error: NaN
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  null DOF: 46237.0
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  residual DOF: 46222.0
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  null deviance: 2.1153578E7
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  residual deviance: 300320.9
05-09 17:18:43.731 127.0.0.1:54321       36666  FJ-2-7    INFO:  AIC: 217765.34
05-09 17:18:43.733 127.0.0.1:54321       36666  FJ-2-13   WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:43.733 127.0.0.1:54321       36666  FJ-2-13   WARN: ADMM solver finished with gerr = 1.7294202163513188 >  eps = 1.0E-4
05-09 17:18:43.734 127.0.0.1:54321       36666  FJ-2-11   WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:43.741 127.0.0.1:54321       36666  FJ-2-11   WARN: ADMM solver finished with gerr = 1.6020293106116985 >  eps = 1.0E-4
05-09 17:18:43.745 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=20.337 imp=.94E0 bdf=.45E2] solution has 17 nonzeros
05-09 17:18:43.745 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=20.337 imp=.94E0 bdf=.45E2] Scoring after 471ms
05-09 17:18:43.756 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=20.361 imp=.94E0 bdf=.45E2] solution has 17 nonzeros
05-09 17:18:43.757 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=20.361 imp=.94E0 bdf=.45E2] Scoring after 483ms
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=20.337 imp=.94E0 bdf=.45E2] Training metrics computed in 105ms
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_1, iter=0 lmb=.19E-1 obj=20.337 imp=.94E0 bdf=.45E2] Model Metrics Type: RegressionGLM
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  Description: N/A
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  model id: GLM_model_R_1494375469993_10_cv_1
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  frame id: GLM_model_R_1494375469993_10_cv_1_train
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  MSE: 6.490226
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  RMSE: 2.5475922
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  mean residual deviance: 6.490226
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  mean absolute error: 1.8546064
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  root mean squared log error: NaN
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  null DOF: 46259.0
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  residual DOF: 46243.0
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  null deviance: 2.137125E7
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  residual deviance: 300237.84
05-09 17:18:43.850 127.0.0.1:54321       36666  FJ-2-13   INFO:  AIC: 217836.14
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=20.361 imp=.94E0 bdf=.45E2] Training metrics computed in 99ms
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO: GLM[dest=GLM_model_R_1494375469993_10_cv_3, iter=0 lmb=.19E-1 obj=20.361 imp=.94E0 bdf=.45E2] Model Metrics Type: RegressionGLM
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  Description: N/A
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  model id: GLM_model_R_1494375469993_10_cv_3
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  frame id: GLM_model_R_1494375469993_10_cv_3_train
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  MSE: 6.5630145
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  RMSE: 2.5618382
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  mean residual deviance: 6.5630145
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  mean absolute error: 1.8654642
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  root mean squared log error: NaN
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  null DOF: 46309.0
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  residual DOF: 46293.0
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  null deviance: 2.1193504E7
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  residual deviance: 303933.22
05-09 17:18:43.856 127.0.0.1:54321       36666  FJ-2-11   INFO:  AIC: 218588.03
05-09 17:18:43.877 127.0.0.1:54321       36666  FJ-1-9    INFO: Building main model.
05-09 17:18:43.878 127.0.0.1:54321       36666  FJ-2-15   INFO: GLM[dest=GLM_model_R_1494375469993_10, iter=0 lmb=.19E-1 obj=458.13 imp=.1E1 bdf=.38E1] Got 63 active columns out of 140 total
05-09 17:18:43.878 127.0.0.1:54321       36666  FJ-2-15   INFO: GLM[dest=GLM_model_R_1494375469993_10, iter=0 lmb=.19E-1 obj=458.13 imp=.1E1 bdf=.38E1] picked solver IRLSM
05-09 17:18:43.984 127.0.0.1:54321       36666  FJ-2-15   WARN: ADMM solver stopped after 10000 iterations. (max_iter=10000)
05-09 17:18:43.984 127.0.0.1:54321       36666  FJ-2-15   WARN: ADMM solver finished with gerr = 1.7479830186837786 >  eps = 1.0E-4
05-09 17:18:43.986 127.0.0.1:54321       36666  FJ-2-15   INFO: GLM[dest=GLM_model_R_1494375469993_10, iter=0 lmb=.19E-1 obj=20.958 imp=.95E0 bdf=.47E2] solution has 17 nonzeros
05-09 17:18:43.986 127.0.0.1:54321       36666  FJ-2-15   INFO: GLM[dest=GLM_model_R_1494375469993_10, iter=0 lmb=.19E-1 obj=20.958 imp=.95E0 bdf=.47E2] Scoring after 109ms
05-09 17:18:43.995 127.0.0.1:54321       36666  FJ-2-15   INFO: GLM[dest=GLM_model_R_1494375469993_10, iter=0 lmb=.19E-1 obj=20.958 imp=.95E0 bdf=.47E2] Training metrics computed in 9ms
